Member_ID,Date,Class_Type,Coach,Status
48,2024-07-15,CrossFit,Coach B,Checked In
49,2024-11-05,Weightlifting,Coach B,Checked In
49,2025-04-26,Cardio Class,Coach B,Checked In
49,2025-05-09,CrossFit,Coach A,Checked In
49,2025-09-18,Open Gym,Coach A,Checked In
49,2024-09-30,CrossFit,Coach D,Checked In
49,2024-09-02,Open Gym,Coach D,Checked In
49,2024-10-30,CrossFit,Coach D,Checked In
49,2024-02-28,CrossFit,Coach C,Checked In
49,2025-09-22,CrossFit,Coach C,Checked In
49,2024-10-14,Cardio Class,Coach C,Checked In
49,2025-06-12,Weightlifting,Coach D,Checked In
49,2024-11-30,Cardio Class,Coach B,Checked In
49,2025-05-22,Weightlifting,Coach A,Checked In
49,2025-06-23,Open Gym,Coach A,Checked In
49,2024-07-16,Open Gym,Coach A,Checked In
49,2025-06-28,Open Gym,Coach C,Checked In
49,2024-08-16,CrossFit,Coach C,Checked In
49,2025-03-21,CrossFit,Coach B,Checked In
49,2024-10-06,Weightlifting,Coach D,Checked In
49,2024-08-21,CrossFit,Coach C,Checked In
49,2025-01-19,Weightlifting,Coach C,Checked In
49,2025-09-13,Open Gym,Coach C,Checked In
49,2024-12-08,Cardio Class,Coach B,Checked In
49,2024-12-25,CrossFit,Coach A,Checked In
49,2025-06-02,Weightlifting,Coach A,Checked In
49,2025-07-16,CrossFit,Coach D,Checked In
49,2024-04-22,CrossFit,Coach B,Checked In
49,2024-04-06,CrossFit,Coach B,Checked In
49,2025-05-31,Weightlifting,Coach A,Checked In
49,2024-12-02,Cardio Class,Coach B,Checked In
49,2024-09-22,Weightlifting,Coach D,Checked In
49,2025-02-23,CrossFit,Coach D,Checked In
49,2024-03-24,CrossFit,Coach A,Checked In
49,2025-01-22,CrossFit,Coach A,Checked In
49,2024-07-19,Weightlifting,Coach C,Checked In
49,2024-08-25,CrossFit,Coach A,Checked In
49,2024-07-14,Open Gym,Coach A,Checked In
49,2025-01-27,CrossFit,Coach D,Checked In
49,2025-05-18,Open Gym,Coach C,No-Show
49,2025-04-19,Weightlifting,Coach B,Checked In
49,2025-08-06,Weightlifting,Coach B,Checked In
49,2024-05-16,Cardio Class,Coach B,Checked In
49,2025-09-30,Cardio Class,Coach B,Checked In
49,2025-01-15,Cardio Class,Coach C,Checked In
49,2025-04-04,Open Gym,Coach D,Checked In
49,2024-06-17,CrossFit,Coach D,Checked In
49,2024-05-02,Weightlifting,Coach A,Checked In
49,2024-12-17,CrossFit,Coach D,Checked In
49,2024-10-27,Open Gym,Coach B,Checked In
49,2024-11-12,Cardio Class,Coach D,Checked In
49,2025-04-07,Cardio Class,Coach A,Checked In
49,2024-07-22,Weightlifting,Coach C,No-Show
49,2024-05-22,Open Gym,Coach B,Checked In
49,2025-07-05,CrossFit,Coach B,Checked In
49,2024-10-26,Open Gym,Coach C,Checked In
49,2024-06-21,Open Gym,Coach A,Checked In
49,2024-06-12,CrossFit,Coach A,No-Show
49,2024-12-13,CrossFit,Coach C,Checked In
49,2025-01-31,Weightlifting,Coach C,Checked In
49,2025-06-03,CrossFit,Coach C,No-Show
49,2024-08-24,Open Gym,Coach C,Checked In
49,2025-02-07,Open Gym,Coach C,Checked In
49,2025-03-31,Cardio Class,Coach B,Checked In
49,2025-07-19,Open Gym,Coach A,Checked In
49,2024-11-07,CrossFit,Coach D,Checked In
49,2024-08-04,CrossFit,Coach C,Checked In
49,2024-07-31,Weightlifting,Coach D,Checked In
49,2024-03-14,Cardio Class,Coach A,Checked In
49,2025-03-24,Weightlifting,Coach C,Checked In
49,2024-08-11,Weightlifting,Coach D,Checked In
49,2025-06-07,Open Gym,Coach B,Checked In
49,2024-08-10,Weightlifting,Coach C,Checked In
49,2024-10-10,CrossFit,Coach A,Checked In
49,2024-12-24,CrossFit,Coach A,Checked In
49,2025-01-01,Weightlifting,Coach B,Checked In
49,2025-03-17,Weightlifting,Coach C,Checked In
49,2024-08-12,Cardio Class,Coach C,Checked In
49,2024-11-17,Cardio Class,Coach A,Checked In
49,2025-04-01,CrossFit,Coach B,Checked In
49,2025-04-12,Open Gym,Coach C,Checked In
49,2025-09-05,Weightlifting,Coach C,Checked In
49,2024-03-22,Cardio Class,Coach A,Checked In
49,2025-07-06,Open Gym,Coach D,Checked In
49,2024-10-09,Weightlifting,Coach B,Checked In
49,2025-02-02,Weightlifting,Coach B,Checked In
50,2024-11-28,Open Gym,Coach A,Checked In
50,2025-07-22,Cardio Class,Coach D,Checked In
50,2024-08-27,Weightlifting,Coach A,Checked In
50,2024-06-15,Open Gym,Coach B,Checked In
50,2025-03-26,Weightlifting,Coach C,Checked In
50,2025-09-02,Weightlifting,Coach A,Checked In
50,2025-06-11,Cardio Class,Coach D,Checked In
50,2024-10-30,Weightlifting,Coach D,Checked In
50,2025-06-04,Cardio Class,Coach B,Checked In
50,2025-08-16,CrossFit,Coach A,Checked In
50,2024-04-17,Weightlifting,Coach B,Checked In
50,2024-03-26,Cardio Class,Coach D,Checked In
50,2024-06-11,Cardio Class,Coach C,Checked In
50,2024-10-10,CrossFit,Coach D,Checked In
50,2024-02-29,Weightlifting,Coach D,Checked In
50,2024-08-02,Weightlifting,Coach D,Checked In
50,2024-10-29,Weightlifting,Coach A,Checked In
50,2024-06-21,CrossFit,Coach A,Checked In
50,2025-08-30,Open Gym,Coach C,Checked In
50,2025-03-14,CrossFit,Coach D,Checked In
50,2025-09-23,Open Gym,Coach B,Checked In
50,2025-09-15,CrossFit,Coach B,Checked In
50,2024-12-03,Open Gym,Coach D,Checked In
50,2024-02-23,Weightlifting,Coach A,Checked In
50,2025-07-25,Weightlifting,Coach D,Checked In
50,2025-04-07,Cardio Class,Coach D,Checked In
50,2024-11-15,Cardio Class,Coach C,Checked In
50,2024-09-04,Open Gym,Coach A,Checked In
50,2025-10-01,CrossFit,Coach A,Checked In
50,2025-05-17,Weightlifting,Coach A,Checked In
50,2025-08-18,Weightlifting,Coach B,Checked In
50,2024-06-10,Open Gym,Coach C,Checked In
50,2024-11-10,CrossFit,Coach D,Checked In
50,2025-03-23,CrossFit,Coach D,Checked In
50,2024-06-28,Weightlifting,Coach A,Checked In
50,2025-05-27,Open Gym,Coach C,Checked In
50,2025-02-18,CrossFit,Coach D,Checked In
50,2025-01-18,Open Gym,Coach C,Checked In
50,2024-07-16,CrossFit,Coach A,Checked In
50,2025-02-10,Open Gym,Coach D,Checked In
50,2025-02-15,CrossFit,Coach B,Checked In
50,2025-03-03,Open Gym,Coach B,Checked In
50,2025-04-17,CrossFit,Coach D,Checked In
50,2025-02-03,Weightlifting,Coach B,No-Show
50,2024-06-04,Open Gym,Coach A,Checked In
50,2025-02-16,Open Gym,Coach B,Checked In
50,2024-10-26,Cardio Class,Coach B,Checked In
50,2024-12-18,CrossFit,Coach D,Checked In
50,2024-07-14,Open Gym,Coach D,Checked In
50,2024-12-12,Cardio Class,Coach B,Checked In
50,2024-03-05,Cardio Class,Coach A,Checked In
50,2024-12-30,Cardio Class,Coach C,Checked In
50,2024-06-07,CrossFit,Coach D,Checked In
50,2024-12-02,Cardio Class,Coach B,Checked In
50,2025-08-26,CrossFit,Coach A,Checked In
50,2024-12-13,CrossFit,Coach A,Checked In
50,2024-07-11,Open Gym,Coach B,Checked In
50,2024-11-17,CrossFit,Coach C,Checked In
50,2024-10-08,Weightlifting,Coach A,Checked In
50,2025-03-10,Open Gym,Coach D,Checked In
50,2024-07-22,Cardio Class,Coach D,Checked In
50,2024-09-23,CrossFit,Coach C,Checked In
50,2024-11-20,Open Gym,Coach D,Checked In
50,2025-04-25,CrossFit,Coach C,Checked In
50,2024-05-05,Cardio Class,Coach B,Checked In
50,2024-03-04,Weightlifting,Coach D,Checked In
50,2024-10-23,Weightlifting,Coach B,Checked In
50,2025-08-08,Cardio Class,Coach C,Checked In
50,2025-06-01,Open Gym,Coach C,Checked In
50,2024-03-11,Weightlifting,Coach A,Checked In
50,2025-01-06,Open Gym,Coach A,Checked In
50,2024-08-10,CrossFit,Coach A,Checked In
50,2025-08-13,CrossFit,Coach D,Checked In
50,2024-10-17,CrossFit,Coach A,Checked In
50,2025-06-05,Weightlifting,Coach C,Checked In
50,2025-02-09,Open Gym,Coach A,Checked In
50,2025-09-28,Open Gym,Coach C,Checked In
50,2025-03-24,Weightlifting,Coach A,Checked In
50,2025-09-14,Cardio Class,Coach B,Checked In
50,2025-09-26,Open Gym,Coach A,Checked In
50,2025-02-13,CrossFit,Coach B,Checked In
50,2024-11-18,Open Gym,Coach B,Checked In
50,2025-04-01,Weightlifting,Coach A,Checked In
50,2024-09-29,CrossFit,Coach D,Checked In
50,2024-10-11,Weightlifting,Coach D,Checked In
50,2024-05-22,Open Gym,Coach D,Checked In
50,2024-10-21,Cardio Class,Coach C,Checked In
50,2024-05-14,CrossFit,Coach B,Checked In
50,2025-03-30,Weightlifting,Coach D,Checked In
51,2025-06-04,Cardio Class,Coach B,No-Show
51,2024-09-07,Weightlifting,Coach B,Checked In
51,2024-12-09,Weightlifting,Coach D,Checked In
51,2024-09-12,Cardio Class,Coach A,Checked In
51,2025-02-24,CrossFit,Coach C,Checked In
51,2024-11-30,CrossFit,Coach C,Checked In
51,2025-08-20,Cardio Class,Coach A,Checked In
51,2024-12-21,Weightlifting,Coach A,Checked In
51,2025-08-24,Open Gym,Coach B,Checked In
51,2025-08-12,Cardio Class,Coach D,Checked In
51,2024-11-03,CrossFit,Coach A,No-Show
51,2025-07-31,Cardio Class,Coach B,Checked In
51,2025-01-12,Weightlifting,Coach A,Checked In
51,2025-06-09,Weightlifting,Coach C,Checked In
51,2025-04-16,Open Gym,Coach B,Checked In
51,2024-09-04,Open Gym,Coach A,Checked In
51,2024-10-04,CrossFit,Coach B,Checked In
51,2024-10-23,Open Gym,Coach A,Checked In
51,2024-10-28,CrossFit,Coach C,Checked In
51,2025-06-19,Cardio Class,Coach B,Checked In
51,2025-01-14,Weightlifting,Coach A,Checked In
51,2024-11-23,Cardio Class,Coach C,Checked In
51,2024-11-19,Open Gym,Coach D,Checked In
51,2024-12-24,Open Gym,Coach D,Checked In
51,2025-04-20,Weightlifting,Coach C,No-Show
51,2025-04-09,CrossFit,Coach B,Checked In
51,2024-11-24,Open Gym,Coach B,Checked In
51,2025-04-03,Open Gym,Coach A,No-Show
51,2024-08-17,Weightlifting,Coach A,Checked In
51,2025-02-20,Weightlifting,Coach B,Checked In
51,2025-09-04,CrossFit,Coach A,Checked In
51,2024-12-04,Cardio Class,Coach C,Checked In
51,2025-07-29,Weightlifting,Coach D,Checked In
51,2024-08-11,Cardio Class,Coach A,Checked In
51,2025-02-01,Open Gym,Coach C,Checked In
51,2025-01-18,Open Gym,Coach C,Checked In
51,2024-10-19,Cardio Class,Coach C,Checked In
51,2025-06-21,Weightlifting,Coach A,Checked In
51,2024-08-08,Open Gym,Coach A,Checked In
51,2024-11-05,Open Gym,Coach B,Checked In
51,2025-04-12,CrossFit,Coach D,Checked In
51,2024-11-25,CrossFit,Coach C,Checked In
51,2025-09-21,CrossFit,Coach D,Checked In
51,2025-05-21,Open Gym,Coach B,Checked In
51,2024-09-19,Cardio Class,Coach B,Checked In
51,2025-08-17,Weightlifting,Coach B,Checked In
51,2025-01-09,Weightlifting,Coach A,Checked In
51,2025-09-06,CrossFit,Coach D,Checked In
51,2025-03-19,CrossFit,Coach B,Checked In
51,2025-06-24,CrossFit,Coach B,Checked In
51,2025-01-30,Cardio Class,Coach D,Checked In
51,2024-10-20,Weightlifting,Coach C,Checked In
51,2025-08-22,Cardio Class,Coach D,Checked In
51,2024-12-16,Open Gym,Coach D,Checked In
51,2024-12-31,Weightlifting,Coach B,Checked In
51,2024-10-25,Weightlifting,Coach C,Checked In
51,2024-09-18,CrossFit,Coach D,Checked In
51,2024-12-25,CrossFit,Coach C,Checked In
51,2025-03-13,Weightlifting,Coach D,Checked In
51,2025-07-02,Open Gym,Coach B,No-Show
51,2025-06-12,Open Gym,Coach A,No-Show
51,2025-02-27,Open Gym,Coach D,Checked In
51,2025-03-22,Cardio Class,Coach C,Checked In
51,2025-02-15,Cardio Class,Coach B,Checked In
51,2024-08-14,Weightlifting,Coach B,Checked In
51,2025-05-20,Weightlifting,Coach A,Checked In
51,2025-04-29,Weightlifting,Coach A,Checked In
51,2025-05-17,Weightlifting,Coach B,Checked In
51,2025-01-27,Cardio Class,Coach C,Checked In
51,2024-08-23,CrossFit,Coach A,Checked In
51,2024-07-14,Open Gym,Coach A,Checked In
51,2024-08-26,Cardio Class,Coach C,Checked In
51,2025-04-14,Cardio Class,Coach D,Checked In
51,2024-11-28,CrossFit,Coach D,Checked In
51,2025-01-08,Weightlifting,Coach B,Checked In
51,2025-02-17,Open Gym,Coach A,Checked In
51,2024-09-16,Open Gym,Coach D,Checked In
51,2025-01-15,Open Gym,Coach B,Checked In
51,2024-07-24,Open Gym,Coach A,Checked In
51,2025-03-30,CrossFit,Coach A,Checked In
51,2024-09-11,Open Gym,Coach B,Checked In
51,2025-05-23,Weightlifting,Coach C,Checked In
51,2025-05-26,CrossFit,Coach A,Checked In
51,2024-09-15,Weightlifting,Coach C,Checked In
52,2024-03-09,Cardio Class,Coach C,Checked In
52,2024-02-28,CrossFit,Coach D,Checked In
52,2024-06-27,CrossFit,Coach C,Checked In
52,2025-05-08,Weightlifting,Coach D,Checked In
52,2025-06-18,CrossFit,Coach C,Checked In
52,2024-07-01,CrossFit,Coach D,Checked In
52,2025-01-04,Weightlifting,Coach C,Checked In
52,2024-06-06,Open Gym,Coach B,Checked In
52,2025-03-11,Cardio Class,Coach C,Checked In
52,2025-03-14,Cardio Class,Coach C,Checked In
52,2025-04-22,Open Gym,Coach D,Checked In
52,2024-08-13,CrossFit,Coach D,Checked In
52,2024-07-24,Cardio Class,Coach C,Checked In
52,2024-03-23,Open Gym,Coach B,Checked In
52,2025-05-13,CrossFit,Coach C,Checked In
52,2025-03-06,CrossFit,Coach D,Checked In
52,2025-09-11,CrossFit,Coach A,Checked In
52,2024-07-30,Weightlifting,Coach C,No-Show
52,2025-09-09,Cardio Class,Coach B,Checked In
52,2025-02-25,Open Gym,Coach B,Checked In
52,2024-09-19,Cardio Class,Coach A,Checked In
52,2024-12-26,Weightlifting,Coach D,Checked In
52,2024-02-21,CrossFit,Coach D,No-Show
52,2024-02-25,Cardio Class,Coach C,Checked In
52,2024-12-19,Open Gym,Coach A,Checked In
52,2025-02-08,Open Gym,Coach D,Checked In
52,2024-12-03,Open Gym,Coach A,Checked In
52,2025-04-10,Cardio Class,Coach C,Checked In
52,2025-08-12,Weightlifting,Coach B,Checked In
52,2025-06-10,Open Gym,Coach B,Checked In
52,2024-10-10,CrossFit,Coach C,Checked In
52,2025-05-26,CrossFit,Coach A,Checked In
52,2024-07-21,Open Gym,Coach D,Checked In
52,2025-08-24,Cardio Class,Coach D,No-Show
52,2024-10-09,Open Gym,Coach D,Checked In
52,2025-02-12,Open Gym,Coach B,Checked In
52,2024-03-08,CrossFit,Coach A,Checked In
52,2024-10-31,CrossFit,Coach C,No-Show
52,2024-07-18,Weightlifting,Coach B,Checked In
52,2025-07-01,Open Gym,Coach D,Checked In
52,2025-04-23,CrossFit,Coach A,Checked In
52,2024-07-05,Weightlifting,Coach C,Checked In
52,2024-03-25,Weightlifting,Coach D,Checked In
52,2025-01-20,Open Gym,Coach B,Checked In
52,2025-07-12,Open Gym,Coach A,Checked In
52,2024-11-16,Weightlifting,Coach B,Checked In
52,2025-01-21,Open Gym,Coach C,No-Show
52,2024-05-03,Weightlifting,Coach D,Checked In
52,2024-12-16,Cardio Class,Coach D,Checked In
52,2024-08-08,Open Gym,Coach D,Checked In
52,2024-12-27,Weightlifting,Coach B,Checked In
52,2024-04-27,Weightlifting,Coach C,Checked In
52,2025-03-24,Open Gym,Coach C,Checked In
52,2025-08-04,Cardio Class,Coach A,Checked In
52,2024-03-12,Open Gym,Coach D,Checked In
52,2024-04-09,CrossFit,Coach A,Checked In
52,2025-05-29,Open Gym,Coach B,Checked In
52,2024-03-07,CrossFit,Coach A,Checked In
52,2024-06-10,CrossFit,Coach C,Checked In
52,2024-08-11,Weightlifting,Coach A,Checked In
52,2025-06-03,CrossFit,Coach C,Checked In
52,2024-06-05,Cardio Class,Coach A,Checked In
52,2024-06-28,Cardio Class,Coach A,Checked In
52,2024-12-12,Cardio Class,Coach B,Checked In
52,2025-05-30,Weightlifting,Coach D,Checked In
52,2025-08-23,Cardio Class,Coach B,Checked In
52,2025-06-08,Open Gym,Coach D,Checked In
52,2025-09-17,CrossFit,Coach C,Checked In
52,2024-07-10,Weightlifting,Coach D,Checked In
52,2024-09-03,CrossFit,Coach D,Checked In
52,2025-05-19,Cardio Class,Coach A,Checked In
52,2025-03-30,Cardio Class,Coach A,Checked In
52,2025-09-23,Weightlifting,Coach C,Checked In
52,2024-05-04,Open Gym,Coach A,Checked In
52,2024-11-17,CrossFit,Coach D,Checked In
52,2024-10-25,Cardio Class,Coach A,Checked In
52,2024-10-05,Open Gym,Coach C,Checked In
52,2024-10-13,Weightlifting,Coach D,Checked In
52,2024-05-14,Weightlifting,Coach B,Checked In
52,2025-07-20,Cardio Class,Coach D,Checked In
52,2025-03-22,Open Gym,Coach C,Checked In
52,2025-04-13,CrossFit,Coach A,Checked In
52,2024-05-29,Open Gym,Coach C,Checked In
53,2025-01-23,Open Gym,Coach C,Checked In
53,2024-08-26,Cardio Class,Coach B,Checked In
53,2024-10-05,Weightlifting,Coach D,Checked In
53,2024-11-10,Open Gym,Coach D,Checked In
53,2024-10-29,CrossFit,Coach A,Checked In
53,2024-12-21,CrossFit,Coach D,Checked In
53,2024-12-17,CrossFit,Coach D,Checked In
53,2025-04-09,CrossFit,Coach A,Checked In
53,2025-05-19,Cardio Class,Coach D,Checked In
53,2024-10-01,Cardio Class,Coach B,Checked In
53,2025-08-02,Weightlifting,Coach A,Checked In
53,2025-04-08,CrossFit,Coach B,Checked In
53,2024-12-02,Weightlifting,Coach B,Checked In
53,2025-03-24,Weightlifting,Coach A,Checked In
53,2024-07-02,Cardio Class,Coach C,No-Show
53,2025-01-08,Open Gym,Coach D,Checked In
53,2024-11-23,Open Gym,Coach C,Checked In
53,2024-10-06,Weightlifting,Coach B,Checked In
53,2025-01-07,Weightlifting,Coach B,Checked In
53,2025-02-21,Open Gym,Coach A,Checked In
53,2024-12-08,Weightlifting,Coach B,Checked In
53,2024-11-13,Open Gym,Coach D,Checked In
53,2025-03-31,Cardio Class,Coach A,Checked In
53,2024-09-12,Weightlifting,Coach B,Checked In
53,2025-05-20,Cardio Class,Coach B,Checked In
53,2024-07-24,Weightlifting,Coach A,Checked In
53,2025-06-12,Open Gym,Coach D,Checked In
53,2025-09-15,Cardio Class,Coach B,Checked In
53,2025-03-25,Weightlifting,Coach B,Checked In
53,2024-12-16,CrossFit,Coach D,Checked In
53,2025-05-29,CrossFit,Coach B,Checked In
53,2025-08-22,CrossFit,Coach C,Checked In
53,2024-12-30,CrossFit,Coach D,Checked In
53,2025-07-29,Weightlifting,Coach A,Checked In
53,2024-09-03,Open Gym,Coach B,Checked In
53,2025-07-30,Weightlifting,Coach A,Checked In
53,2024-12-24,Open Gym,Coach B,Checked In
53,2025-01-26,Cardio Class,Coach A,Checked In
53,2025-09-09,Weightlifting,Coach A,Checked In
53,2025-01-14,Weightlifting,Coach D,Checked In
53,2025-04-07,Open Gym,Coach C,Checked In
53,2024-09-23,Weightlifting,Coach D,Checked In
53,2024-12-10,Open Gym,Coach C,Checked In
53,2025-03-20,Weightlifting,Coach B,Checked In
53,2025-04-02,CrossFit,Coach A,No-Show
53,2025-01-01,Open Gym,Coach D,Checked In
53,2024-10-11,Open Gym,Coach D,Checked In
53,2025-02-26,CrossFit,Coach A,Checked In
53,2024-10-27,Cardio Class,Coach A,Checked In
53,2025-01-25,Weightlifting,Coach C,Checked In
53,2025-05-08,Weightlifting,Coach C,Checked In
53,2025-09-05,Cardio Class,Coach C,Checked In
53,2025-06-30,Open Gym,Coach C,Checked In
53,2024-12-19,Cardio Class,Coach C,Checked In
53,2025-09-26,Weightlifting,Coach C,Checked In
53,2024-11-07,Cardio Class,Coach C,Checked In
53,2025-03-06,Weightlifting,Coach B,Checked In
53,2025-08-09,Cardio Class,Coach A,Checked In
53,2025-02-13,Cardio Class,Coach C,Checked In
53,2024-11-18,Weightlifting,Coach C,Checked In
53,2025-08-08,Cardio Class,Coach C,Checked In
53,2025-03-08,Weightlifting,Coach A,Checked In
53,2025-09-23,Cardio Class,Coach D,Checked In
53,2024-07-27,Open Gym,Coach D,Checked In
53,2025-01-02,Cardio Class,Coach B,Checked In
53,2025-02-19,Open Gym,Coach D,Checked In
53,2025-01-22,Weightlifting,Coach A,Checked In
53,2025-09-20,Weightlifting,Coach A,No-Show
53,2025-06-04,CrossFit,Coach C,Checked In
53,2024-09-11,Cardio Class,Coach B,Checked In
53,2025-09-27,Cardio Class,Coach C,Checked In
53,2025-04-25,Weightlifting,Coach B,No-Show
53,2024-12-12,Weightlifting,Coach D,Checked In
53,2025-09-01,CrossFit,Coach B,Checked In
53,2024-10-22,CrossFit,Coach C,Checked In
53,2025-08-01,Cardio Class,Coach C,Checked In
53,2024-10-14,Cardio Class,Coach D,Checked In
54,2025-09-30,Cardio Class,Coach B,Checked In
54,2025-07-21,Weightlifting,Coach C,Checked In
54,2025-04-18,Cardio Class,Coach C,Checked In
54,2025-07-07,Cardio Class,Coach C,No-Show
54,2025-05-14,Cardio Class,Coach D,Checked In
54,2025-07-01,Open Gym,Coach D,Checked In
54,2025-09-18,CrossFit,Coach C,Checked In
54,2025-05-23,Open Gym,Coach C,Checked In
54,2025-08-31,Weightlifting,Coach A,Checked In
54,2025-06-24,CrossFit,Coach A,Checked In
54,2025-07-29,Open Gym,Coach B,Checked In
54,2025-05-28,Cardio Class,Coach B,Checked In
54,2025-07-25,Open Gym,Coach C,Checked In
54,2025-06-20,Weightlifting,Coach D,Checked In
54,2025-04-14,CrossFit,Coach C,Checked In
54,2025-09-04,Open Gym,Coach A,Checked In
54,2025-08-06,Weightlifting,Coach A,Checked In
54,2025-08-19,CrossFit,Coach C,Checked In
54,2025-08-29,CrossFit,Coach D,Checked In
54,2025-06-08,Weightlifting,Coach D,Checked In
54,2025-08-27,CrossFit,Coach B,Checked In
54,2025-07-20,CrossFit,Coach D,Checked In
54,2025-07-23,CrossFit,Coach D,Checked In
54,2025-04-20,CrossFit,Coach C,Checked In
54,2025-08-17,CrossFit,Coach B,Checked In
54,2025-08-30,Weightlifting,Coach C,Checked In
54,2025-09-14,CrossFit,Coach D,Checked In
54,2025-04-21,Open Gym,Coach C,Checked In
54,2025-03-12,Open Gym,Coach C,Checked In
54,2025-07-10,CrossFit,Coach D,Checked In
54,2025-05-13,Open Gym,Coach C,Checked In
54,2025-08-14,Weightlifting,Coach D,Checked In
54,2025-04-13,Open Gym,Coach B,Checked In
54,2025-03-25,Cardio Class,Coach B,Checked In
54,2025-03-29,Open Gym,Coach D,Checked In
54,2025-05-10,Weightlifting,Coach B,Checked In
54,2025-06-10,Weightlifting,Coach B,Checked In
54,2025-04-24,Open Gym,Coach C,Checked In
54,2025-09-24,Weightlifting,Coach C,Checked In
54,2025-03-20,CrossFit,Coach C,Checked In
54,2025-06-30,CrossFit,Coach C,Checked In
54,2025-09-28,Open Gym,Coach B,No-Show
54,2025-05-02,Open Gym,Coach C,Checked In
54,2025-06-26,Weightlifting,Coach B,Checked In
54,2025-07-08,Cardio Class,Coach B,Checked In
54,2025-05-07,Weightlifting,Coach D,Checked In
54,2025-05-18,Weightlifting,Coach B,Checked In
54,2025-06-05,Open Gym,Coach D,Checked In
54,2025-06-15,CrossFit,Coach C,Checked In
54,2025-05-01,Cardio Class,Coach B,Checked In
54,2025-03-27,Cardio Class,Coach C,No-Show
54,2025-08-03,Open Gym,Coach A,Checked In
54,2025-06-25,Cardio Class,Coach C,No-Show
54,2025-05-17,Weightlifting,Coach D,Checked In
54,2025-04-27,Weightlifting,Coach D,Checked In
54,2025-04-28,Open Gym,Coach B,Checked In
54,2025-06-19,Open Gym,Coach D,Checked In
54,2025-07-18,Open Gym,Coach A,Checked In
54,2025-03-14,Open Gym,Coach A,Checked In
54,2025-07-12,Cardio Class,Coach C,Checked In
54,2025-03-28,Weightlifting,Coach D,Checked In
54,2025-06-21,Weightlifting,Coach B,Checked In
54,2025-03-23,Cardio Class,Coach C,Checked In
54,2025-09-06,Cardio Class,Coach A,Checked In
54,2025-09-12,Cardio Class,Coach B,Checked In
54,2025-05-03,Cardio Class,Coach D,Checked In
55,2025-04-22,Cardio Class,Coach D,Checked In
55,2025-08-07,CrossFit,Coach B,Checked In
55,2025-02-18,Cardio Class,Coach C,Checked In
55,2024-10-24,CrossFit,Coach C,Checked In
55,2024-08-01,CrossFit,Coach C,Checked In
55,2025-03-05,Weightlifting,Coach B,Checked In
55,2024-11-05,CrossFit,Coach C,Checked In
55,2025-03-01,Weightlifting,Coach D,Checked In
55,2024-07-30,Weightlifting,Coach A,Checked In
55,2025-03-12,CrossFit,Coach A,Checked In
55,2024-09-16,Cardio Class,Coach A,Checked In
55,2025-08-06,Open Gym,Coach D,Checked In
55,2025-01-20,Cardio Class,Coach D,Checked In
55,2025-03-04,CrossFit,Coach B,Checked In
55,2025-10-01,Open Gym,Coach C,Checked In
55,2025-09-05,Weightlifting,Coach B,Checked In
55,2024-12-20,Weightlifting,Coach B,Checked In
55,2025-07-19,Weightlifting,Coach D,Checked In
55,2025-04-20,Cardio Class,Coach D,Checked In
55,2024-07-25,CrossFit,Coach C,Checked In
55,2025-06-08,Cardio Class,Coach D,Checked In
55,2024-10-20,Open Gym,Coach A,Checked In
55,2025-04-08,Weightlifting,Coach D,Checked In
55,2025-04-29,CrossFit,Coach D,Checked In
55,2024-10-14,CrossFit,Coach B,Checked In
55,2024-10-08,Open Gym,Coach B,Checked In
55,2025-01-10,Weightlifting,Coach A,Checked In
55,2025-02-07,Cardio Class,Coach A,Checked In
55,2025-01-02,Open Gym,Coach C,Checked In
55,2025-06-02,CrossFit,Coach D,Checked In
55,2025-04-30,Open Gym,Coach D,Checked In
55,2024-11-06,Cardio Class,Coach B,Checked In
55,2025-01-11,Cardio Class,Coach D,No-Show
55,2025-06-26,Cardio Class,Coach B,Checked In
55,2024-08-21,Weightlifting,Coach D,Checked In
55,2025-05-18,CrossFit,Coach A,Checked In
55,2024-09-09,Open Gym,Coach A,Checked In
55,2024-11-02,Cardio Class,Coach B,Checked In
55,2024-07-26,Open Gym,Coach B,Checked In
55,2024-12-18,Weightlifting,Coach B,Checked In
55,2024-08-14,Open Gym,Coach D,Checked In
55,2025-03-07,Weightlifting,Coach B,Checked In
55,2025-05-11,Open Gym,Coach C,Checked In
55,2025-07-10,Cardio Class,Coach C,Checked In
55,2025-08-12,Weightlifting,Coach C,Checked In
55,2024-08-17,Weightlifting,Coach C,Checked In
55,2025-07-15,Cardio Class,Coach C,Checked In
55,2025-03-15,Weightlifting,Coach B,Checked In
55,2025-04-10,Weightlifting,Coach A,Checked In
55,2025-05-16,Open Gym,Coach C,Checked In
55,2024-08-11,Open Gym,Coach A,Checked In
55,2025-01-31,Cardio Class,Coach D,Checked In
55,2025-09-04,Weightlifting,Coach D,Checked In
55,2024-07-22,Cardio Class,Coach D,Checked In
55,2024-10-26,Open Gym,Coach B,Checked In
55,2024-12-16,Weightlifting,Coach A,Checked In
55,2025-03-23,Open Gym,Coach D,Checked In
55,2024-12-06,Weightlifting,Coach A,Checked In
55,2024-06-30,Cardio Class,Coach B,Checked In
55,2024-08-05,Open Gym,Coach C,No-Show
55,2025-01-21,Weightlifting,Coach C,Checked In
55,2025-01-14,Cardio Class,Coach D,Checked In
55,2024-08-12,CrossFit,Coach A,Checked In
